HEADER DATE 31-Dec-2018 17:24:37
HEADER RANDSEED 1921770780
ITERATION 1 PARAM_FIT alpha1 0.027438
ITERATION 1 REL_CONF alpha1 195.939361
ITERATION 1 RESIDUAL alpha1 -17.372973
ITERATION 1 REL_RESIDUAL alpha1 -176.627939
ITERATION 1 PARAM_FIT Vm1    0.309540
ITERATION 1 REL_CONF Vm1    129.643471
ITERATION 1 RESIDUAL Vm1    -22.925853
ITERATION 1 REL_RESIDUAL Vm1    -119.095012
ITERATION 1 PARAM_FIT h1     1.715869
ITERATION 1 REL_CONF h1     153.013610
ITERATION 1 RESIDUAL h1     11.634939
ITERATION 1 REL_RESIDUAL h1     16.647559
ITERATION 1 PARAM_FIT Km1    5.911769
ITERATION 1 REL_CONF Km1    88.062559
ITERATION 1 RESIDUAL Km1    51.749194
ITERATION 1 REL_RESIDUAL Km1    41.463396
ITERATION 1 PARAM_FIT d1     0.230000
ITERATION 1 REL_CONF d1     243.802175
ITERATION 1 RESIDUAL d1     -2.601153
ITERATION 1 REL_RESIDUAL d1     -3.117564
ITERATION 1 PARAM_FIT alpha2 6.606007
ITERATION 1 REL_CONF alpha2 454.055056
ITERATION 1 RESIDUAL alpha2 -48.939820
ITERATION 1 REL_RESIDUAL alpha2 -101.408445
ITERATION 1 PARAM_FIT d2     0.006268
ITERATION 1 REL_CONF d2     59.704173
ITERATION 1 RESIDUAL d2     -23.116866
ITERATION 1 REL_RESIDUAL d2     -27.654061
ITERATION 1 PARAM_FIT Kf     0.020081
ITERATION 1 REL_CONF Kf     123.080282
ITERATION 1 RESIDUAL Kf     -18.072018
ITERATION 1 REL_RESIDUAL Kf     -18.691580
ITERATION 1 OED_TIME 1645.3
ITERATION 1 PE_TIME 754.9
ITERATION 2 PARAM_FIT alpha1 0.019392
ITERATION 2 REL_CONF alpha1 104.508301
ITERATION 2 RESIDUAL alpha1 -17.372973
ITERATION 2 REL_RESIDUAL alpha1 -176.627939
ITERATION 2 PARAM_FIT Vm1    0.290564
ITERATION 2 REL_CONF Vm1    54.911507
ITERATION 2 RESIDUAL Vm1    -24.289704
ITERATION 2 REL_RESIDUAL Vm1    -126.179934
ITERATION 2 PARAM_FIT h1     1.502135
ITERATION 2 REL_CONF h1     21.503122
ITERATION 2 RESIDUAL h1     8.881892
ITERATION 2 REL_RESIDUAL h1     12.708432
ITERATION 2 PARAM_FIT Km1    4.681728
ITERATION 2 REL_CONF Km1    28.961709
ITERATION 2 RESIDUAL Km1    47.861747
ITERATION 2 REL_RESIDUAL Km1    38.348628
ITERATION 2 PARAM_FIT d1     0.230000
ITERATION 2 REL_CONF d1     170.650819
ITERATION 2 RESIDUAL d1     -7.324888
ITERATION 2 REL_RESIDUAL d1     -8.779109
