HEADER DATE 18-Feb-2019 11:59:31
HEADER RANDSEED 195696469
ITERATION 4 REL_CONF h1     0.000277
ITERATION 4 RESIDUAL h1     -0.000614
ITERATION 4 REL_RESIDUAL h1     -0.000947
ITERATION 4 PARAM_FIT Km1    5.143923
ITERATION 4 REL_CONF Km1    0.000267
ITERATION 4 RESIDUAL Km1    -0.000741
ITERATION 4 REL_RESIDUAL Km1    -0.000851
ITERATION 4 PARAM_FIT d1     0.230000
ITERATION 4 REL_CONF d1     0.004053
ITERATION 4 RESIDUAL d1     -0.000850
ITERATION 4 REL_RESIDUAL d1     -0.000770
ITERATION 4 PARAM_FIT alpha2 6.638042
ITERATION 4 REL_CONF alpha2 0.004816
ITERATION 4 RESIDUAL alpha2 -0.000906
ITERATION 4 REL_RESIDUAL alpha2 -0.000676
ITERATION 4 PARAM_FIT d2     0.005751
ITERATION 4 REL_CONF d2     0.000244
ITERATION 4 RESIDUAL d2     -0.000927
ITERATION 4 REL_RESIDUAL d2     -0.000586
ITERATION 4 PARAM_FIT Kf     0.021700
ITERATION 4 REL_CONF Kf     0.001047
ITERATION 4 RESIDUAL Kf     -0.001025
ITERATION 4 REL_RESIDUAL Kf     -0.000561
ITERATION 4 OED_TIME 1985.8
ITERATION 4 PE_TIME 550.9
